"X","title","console","genre","critic_score","total_sales"
756,"Devil May Cry 4","PS3","Action",8.2,1.58
760,"LEGO Pirates of the Caribbean: The Video Game","Wii","Action",7.5,1.57
761,"Pro Evolution Soccer 2010","PS2","Sports",7.2,1.57
765,"Twisted Metal","PS","Action",7,1.56
766,"Mortal Kombat","PS3","Fighting",8.4,1.56
770,"Mafia II","X360","Action",7.2,1.56
773,"007: The World is Not Enough","N64","Shooter",7.4,1.55
776,"Guitar Hero 5","Wii","Misc",8.9,1.55
777,"BioShock 2","PS3","Shooter",8.5,1.55
780,"Need for Speed: Most Wanted (2012)","X360","Racing",8.5,1.54
781,"Die Hard Trilogy","PS","Shooter",8.5,1.54
783,"Dark Cloud","PS2","Role-Playing",8.2,1.54
784,"Go Vacation","Wii","Misc",7,1.54
794,"Fight Night Round 4","PS3","Fighting",8.6,1.52
795,"Sonic Rivals 2","PSP","Racing",6.4,1.52
797,"Forza Motorsport 7","XOne","Racing",8.9,1.52
801,"Dead Space 2","X360","Shooter",9.1,1.52
806,"Call of Duty 3","PS3","Shooter",7.7,1.51
807,"Call of Duty: Modern Warfare: Reflex Edition","Wii","Shooter",7.2,1.51
809,"Star Wars: The Force Unleashed II","PS3","Action",6.3,1.51
817,"Rock Band 2","PS3","Misc",8.9,1.5
821,"Football Manager 2012","PC","Sports",8.5,1.5
822,"WWF No Mercy","N64","Fighting",9.1,1.5
823,"SoulCalibur II","GC","Fighting",9.2,1.5
824,"Red Faction II","PS2","Shooter",8.6,1.5
826,"NFL Blitz","PS","Sports",9.1,1.5
827,"Metal Gear Rising: Revengeance","PS3","Action",9,1.5
828,"Dead Rising 2","X360","Action",8.2,1.49
829,"Mafia II","PS3","Action",7,1.49
836,"LEGO Battles: Ninjago","DS","Strategy",5,1.48
840,"LEGO Star Wars III: The Clone Wars","X360","Action",7.9,1.48
842,"Disney Sing It: Pop Hits","Wii","Misc",6.8,1.48
843,"007: Quantum of Solace","X360","Shooter",6.6,1.48
844,"Tom Clancy's Splinter Cell: Pandora Tomorrow","XB","Action",9.2,1.48
845,"Sonic's Ultimate Genesis Collection","X360","Misc",8.1,1.48
848,"Fight Night Round 3","X360","Fighting",8.6,1.47
850,"Minecraft","WiiU","Misc",5.5,1.47
851,"Super Scribblenauts","DS","Puzzle",7.9,1.47
858,"Battlefield: Bad Company","X360","Shooter",8.6,1.46
859,"Mass Effect 3","PS3","Role-Playing",8.9,1.46
863,"Mass Effect 2","PS3","Role-Playing",9.3,1.46
864,"Homefront","X360","Shooter",6.7,1.46
865,"Super Monkey Ball","GC","Puzzle",9,1.46
871,"The House of the Dead 2 & 3 Return","Wii","Shooter",6.5,1.45
872,"Sonic & SEGA All-Stars Racing","Wii","Racing",7.9,1.45
875,"Sega Genesis Collection","PSP","Misc",8.3,1.45
877,"Sonic Rivals","PSP","Racing",7,1.44
880,"Star Wars: The Force Unleashed II","X360","Action",6.3,1.44
882,"BioShock","PS3","Shooter",9.3,1.44
886,"Kinect Joy Ride","X360","Racing",5.6,1.43
890,"Dead Space 2","PS3","Shooter",9,1.43
891,"WWE SmackDown vs Raw 2008","X360","Fighting",7.3,1.43
894,"Smarty Pants","Wii","Misc",6.5,1.43
899,"UFC Undisputed 2010","PS3","Fighting",8.4,1.42
904,"Rayman Raving Rabbids","Wii","Misc",7.5,1.42
906,"LEGO Star Wars II: The Original Trilogy","PSP","Action",8.4,1.41
907,"LEGO Indiana Jones 2: The Adventure Continues","Wii","Adventure",7.5,1.41
908,"LEGO Star Wars: The Video Game","GC","Action",7.9,1.41
911,"Twisted Metal: Black","PS2","Racing",8.9,1.41
914,"2Xtreme","PS","Sports",8.3,1.4
917,"Spider-Man: The Movie","XB","Action",7.7,1.4
919,"Anno 2070","PC","Strategy",8.7,1.4
920,"Fight Night Round 4","X360","Fighting",8.7,1.4
921,"Dead Space","X360","Shooter",8.9,1.4
928,"Sonic Generations","X360","Platform",7.7,1.39
932,"Bakugan: Battle Brawlers","DS","Action",6.4,1.38
933,"Rocket League","XOne","Sports",8,1.38
934,"The Sims 2","PSP","Simulation",6.2,1.38
935,"Deus Ex: Human Revolution","X360","Shooter",8.8,1.38
942,"Far Cry 2","PS3","Shooter",8.4,1.38
943,"Deus Ex: Human Revolution","PS3","Shooter",8.8,1.38
944,"Dead Rising 2","PS3","Action",8.1,1.37
945,"LEGO Harry Potter: Years 1-4","PS3","Adventure",7.9,1.37
947,"Call of Duty: Black Ops","Wii","Shooter",7.5,1.37
948,"Crysis 2","X360","Shooter",8.7,1.37
949,"Need for Speed: The Run","X360","Racing",5.5,1.37
953,"A Collection of Activision Classic Games for the Atari 2600","PS","Misc",3.8,1.37
955,"Metroid: Other M","Wii","Action",7.7,1.36
957,"Crash Bandicoot 2: N-Tranced","GBA","Platform",7.5,1.36
959,"GoldenEye 007","Wii","Shooter",8,1.36
960,"Marvel vs. Capcom 3: Fate of Two Worlds","PS3","Fighting",8.2,1.36
962,"Wolfenstein II: The New Colossus","PS4","Shooter",9,1.36
966,"Hasbro Family Game Night 2","Wii","Misc",6.4,1.36
968,"Gardening Mama","DS","Puzzle",6.6,1.36
972,"FIFA Soccer 08","PSP","Sports",7.9,1.35
974,"FIFA Soccer 09","PSP","Sports",8.1,1.35
978,"Burnout Paradise","X360","Racing",8.9,1.35
980,"Battlefield: Bad Company","PS3","Shooter",8.6,1.34
981,"F1 2010","PS3","Racing",8.4,1.34
982,"Max Payne 2: The Fall of Max Payne","PS2","Shooter",6.8,1.34
983,"Donkey Kong Jungle Beat","GC","Platform",7.9,1.34
986,"The ICO & Shadow of the Colossus Collection","PS3","Adventure",9,1.34
989,"Need for Speed Carbon","PS2","Racing",7.7,1.34
990,"Command & Conquer: Red Alert 2","PC","Strategy",8.9,1.34
991,"Tom Clancy's Rainbow Six: Vegas 2","PS3","Shooter",8.2,1.34
992,"Devil May Cry 4","X360","Action",8.5,1.34
993,"WWE SmackDown vs Raw 2008","PS3","Fighting",7.3,1.33
996,"Alan Wake","X360","Action",8.3,1.33
997,"Crysis 2","PS3","Shooter",8.8,1.33
1001,"Grand Theft Auto: Chinatown Wars","DS","Adventure",9.5,1.33
1004,"Spider-Man: The Movie","GBA","Platform",7.9,1.33
1005,"Tony Hawk's Pro Skater","GB","Sports",7.1,1.33
1007,"Fallout 76","PS4","Role-Playing",5.1,1.32
1009,"Rage","PS3","Shooter",7.9,1.32
1010,"MAG: Massive Action Game","PS3","Shooter",7.4,1.32
1014,"UFC Undisputed 2010","X360","Fighting",8.6,1.32
1015,"Need for Speed Underground Rivals","PSP","Racing",7.6,1.32
1022,"Madagascar","PS2","Platform",6.4,1.31
1023,"The Beatles: Rock Band","X360","Misc",8.9,1.31
1024,"[Prototype]","X360","Action",7.9,1.31
1026,"LEGO Batman: The Videogame","PS3","Adventure",7.2,1.31
1029,"Burnout 3: Takedown","XB","Racing",9.3,1.31
1032,"LEGO Batman: The Videogame","PSP","Adventure",7.9,1.3
1033,"NBA Live 07","PS2","Sports",6.3,1.3
1039,"Transformers","PS2","Shooter",7.8,1.29
1046,"The Last Guardian","PS4","Action-Adventure",7.9,1.29
1051,"Champions of Norrath","PS2","Role-Playing",8.5,1.28
1053,"Manhunt","PS2","Action",8,1.28
1055,"Twisted Metal 4","PS","Racing",6.7,1.28
1056,"Need for Speed Carbon","Wii","Racing",6.4,1.28
1060,".hack//Infection Part 1","PS2","Role-Playing",7.7,1.27
1063,"LEGO Batman: The Videogame","PS2","Adventure",7.6,1.27
1065,"NBA 2K9","X360","Sports",8.3,1.27
1070,"EA Sports Active 2","Wii","Sports",8,1.27
1072,"WWE '12","X360","Fighting",7.5,1.27
1073,"Castlevania: Symphony of the Night","PS","Platform",9.3,1.27
1074,"The Sims 2: Nightlife","PC","Simulation",7.5,1.27
1077,"SOCOM: U.S. Navy SEALs Confrontation","PS3","Shooter",6.3,1.26
1079,"Rockstar Games presents Table Tennis","Wii","Sports",6.8,1.26
1082,"Assassin's Creed: Bloodlines","PSP","Action",6.3,1.26
1083,"Football Manager 2011","PC","Sports",8.9,1.26
1085,"Tomb Raider: Underworld","PS3","Adventure",7.8,1.26
1089,"RollerCoaster Tycoon 2","PC","Strategy",7.3,1.25
1094,"Cars 2","DS","Racing",6.5,1.25
1095,"Black","PS2","Shooter",7.7,1.25
1099,"Need for Speed: Most Wanted","X360","Racing",8.4,1.25
1100,"Ratatouille","DS","Platform",7,1.25
1106,"Need for Speed Carbon","PS3","Racing",7.8,1.24
1109,"Oddworld: Abe's Oddysee","PS","Platform",8.3,1.24
1113,"[Prototype]","PS3","Action",8.1,1.24
1115,"2010 FIFA World Cup South Africa","PS3","Sports",8.2,1.23
1120,"Frogger: The Great Quest","PS2","Platform",3,1.23
1121,"Donkey Kong Country 2","GBA","Platform",7.6,1.23
1130,"Star Wars Battlefront II","PSP","Shooter",6.9,1.22
1131,"NBA Live 99","PS","Sports",8.3,1.22
1135,"Intelligent Qube","PS","Puzzle",7.4,1.22
1137,"Max Payne","XB","Shooter",8.6,1.22
1138,"Cars","PSP","Racing",7.4,1.21
1146,"FIFA 07 Soccer","PSP","Sports",8,1.21
1148,"Bayonetta","PS3","Action",8.6,1.21
1150,"FIFA Soccer 11","PSP","Sports",7,1.21
1154,"NFL 2K","DC","Sports",9.7,1.2
1156,"F1 2011","PS3","Racing",8.4,1.2
1157,"ATV Offroad Fury 3","PS2","Racing",7.5,1.2
1159,"Metal Gear Solid V: Ground Zeroes","PS4","Action-Adventure",7.6,1.2
1164,"WWE 2K14","PS3","Fighting",7.6,1.2
1166,"Shadow of the Colossus","PS4","Action-Adventure",9.3,1.2
1167,"World Soccer Winning Eleven 9 (JP & Others sales)","PSP","Sports",8,1.2
1169,"Mario & Sonic at the London 2012 Olympic Games","3DS","Sports",6.5,1.19
1173,"WWE SmackDown vs Raw 2008","PSP","Fighting",7.3,1.19
1177,"Spider-Man: The Movie","GC","Action",7.6,1.19
1180,"Metal Gear Solid: Portable Ops","PSP","Action",8.7,1.19
1181,"LEGO Star Wars III: The Clone Wars","PS3","Action",8,1.18
1182,"WWE '12","PS3","Fighting",9,1.18
1185,"Metal Gear Solid VR Missions","PS","Adventure",6.8,1.18
1188,"Tony Hawk's Pro Skater 2","GBA","Sports",8.9,1.18
1192,"Red Dead Redemption: Undead Nightmare","PS3","Action",10,1.18
1193,"LEGO Indiana Jones: The Original Adventures","PSP","Adventure",7.6,1.18
1194,"WWE SmackDown vs. Raw 2010","PS3","Fighting",8.1,1.17
1197,"Ty the Tasmanian Tiger","PS2","Platform",6.2,1.17
1198,"Mission: Impossible","N64","Action",6.6,1.17
1200,"Army of Two","PS3","Shooter",7.4,1.17
1204,"Medal of Honor Heroes 2","PSP","Shooter",6.6,1.16
1207,"Sniper: Ghost Warrior","X360","Shooter",4.3,1.16
1212,"FIFA Soccer 10","PSP","Sports",7.9,1.16
1214,"Spore","PC","Strategy",7,1.16
1216,"Bushido Blade","PS","Fighting",8.2,1.16
1218,"EA Sports Active: More Workouts","Wii","Sports",7.9,1.16
1219,"Mirror's Edge","X360","Platform",7.6,1.16
1220,"Sunset Overdrive","XOne","Action",8,1.16
1221,"LEGO Star Wars: The Video Game","XB","Action",8,1.16
1225,"The Elder Scrolls V: Skyrim","NS","Role-Playing",8.6,1.15
1234,"Dragon Quest VIII: Journey of the Cursed King","3DS","Role-Playing",8.8,1.15
1236,"Call of Duty 4: Modern Warfare","PC","Shooter",9.3,1.15
1238,"Hot Shots Golf: Out of Bounds","PS3","Sports",8.3,1.14
1239,"The Lord of the Rings: The Return of the King","XB","Action",8.8,1.14
1240,"South Park","N64","Shooter",6,1.14
1243,"Brave Fencer Musashi","PS","Role-Playing",8.4,1.14
1244,"Shadow of the Colossus","PS2","Adventure",9.1,1.14
1245,"Action Bass","PS","Action",5.1,1.14
1249,"LEGO Star Wars III: The Clone Wars","3DS","Action",6.7,1.14
1250,"Mortal Kombat","X360","Fighting",8.3,1.14
1252,"LEGO Star Wars: The Video Game","GBA","Action",7.4,1.14
1253,"007: Quantum of Solace","PS3","Shooter",6.6,1.14
1257,"NCAA Football 14","X360","Sports",7.6,1.13
1260,"Rocksmith","PS3","Misc",8,1.13
1261,"Rabbids Go Home","Wii","Adventure",8,1.13
1262,"Fight Night Champion","PS3","Fighting",8.4,1.13
1264,"Guitar Hero 5","X360","Misc",9,1.13
1265,"Rocksmith","X360","Misc",8,1.13
1266,"ModNation Racers","PS3","Racing",8.1,1.13
1267,"Plants vs Zombies: Garden Warfare","X360","Shooter",8,1.13
1269,"Cars","GBA","Racing",4.5,1.13
1270,"Mirror's Edge","PS3","Platform",7.7,1.13
1271,"Spider-Man 2","XB","Action",7.7,1.12
1274,"Crackdown 2","X360","Shooter",7.5,1.12
1275,"WWE 2K14","X360","Fighting",7.6,1.12
1276,"Need for Speed: Most Wanted (2012)","PSV","Racing",7.4,1.12
1277,"Dragon Age II","X360","Role-Playing",8,1.12
1279,"The Beatles: Rock Band","PS3","Misc",8.7,1.12
1281,"SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP","Shooter",7.9,1.12
1285,"Mafia III","XOne","Action-Adventure",6.8,1.11
1286,"NCAA Football 13","X360","Sports",7.5,1.11
1287,"Crash Bandicoot N. Sane Trilogy","NS","Platform",6,1.11
1289,"Castlevania: Lords of Shadow","PS3","Action",8.1,1.11
1290,"Tom Clancy's Splinter Cell: Chaos Theory","XB","Action",9.4,1.11
1291,"Red Dead Redemption: Undead Nightmare","X360","Action",10,1.11
1293,"Plants vs. Zombies","DS","Strategy",8.1,1.11
1295,"Rock Band","PS2","Misc",8.1,1.11
1300,"FIFA 18","NS","Sports",5.8,1.1
1305,"LEGO Star Wars III: The Clone Wars","DS","Action",6.3,1.1
1308,"Guitar Hero 5","PS3","Misc",8.8,1.1
1313,"GRID","PS3","Racing",8.6,1.1
1314,"Sonic Free Riders","X360","Racing",4.9,1.1
1315,"Bully: Scholarship Edition","X360","Action",8.1,1.09
1318,"DJ Hero","X360","Misc",8.4,1.09
1320,"Namco Museum Battle Collection","PSP","Misc",7.9,1.09
1322,"Lightning Returns: Final Fantasy XIII","PS3","Misc",7.1,1.09
1323,"Toy Story 3: The Video Game","PS3","Action",7.5,1.09
1325,"Skate 2","X360","Sports",8.2,1.09
1328,"NFL 2K1","DC","Sports",9.6,1.09
1330,"Dragon Ball Z: The Legacy of Goku II","GBA","Role-Playing",7.6,1.09
1331,"Untold Legends: Brotherhood of the Blade","PSP","Role-Playing",6.5,1.09
1332,"Star Wars: The Force Unleashed","PSP","Action",7.1,1.09
1333,"The Simpsons Game","PSP","Platform",6,1.08
1335,"Dante's Inferno","PS3","Action",7.3,1.08
1337,"Disney's Lilo & Stitch","GBA","Action",8,1.08
1338,"Ready 2 Rumble Boxing","PS","Sports",7.6,1.08
1339,"FIFA Soccer 11","Wii","Sports",7,1.08
1341,"Star Fox: Assault","GC","Shooter",6.6,1.08
1343,"Virtua Fighter 5","PS3","Fighting",8.7,1.08
1345,"Pro Evolution Soccer 2014","PS3","Sports",8.3,1.08
1346,"Grand Theft Auto: Chinatown Wars","PSP","Adventure",9.2,1.08
1347,"Dragon Ball Z: Taiketsu","GBA","Fighting",3.8,1.08
1349,"Spore Creatures","DS","Simulation",7.2,1.07
1350,"Tomb Raider: Underworld","X360","Adventure",7.5,1.07
1351,"Call of Duty 3","PS2","Shooter",8.2,1.07
1355,"World Tour Soccer","PSP","Sports",7,1.07
1356,"Naruto: Ultimate Ninja Storm","PS3","Fighting",7.8,1.07
1358,"Virtua Fighter","SAT","Fighting",9,1.07
1359,"Marvel vs. Capcom 3: Fate of Two Worlds","X360","Fighting",8.4,1.07
1361,"The Biggest Loser","Wii","Sports",7.7,1.07
1363,"Tiger Woods PGA Tour 10","Wii","Sports",9,1.07
1364,"The Orange Box","PS3","Shooter",8.7,1.07
1367,"LEGO Star Wars II: The Original Trilogy","DS","Action",4.9,1.07
1369,"Prince of Persia","PS3","Adventure",8.3,1.07
1370,"Endless Ocean","Wii","Adventure",6.8,1.06
1371,"Mercenaries 2: World in Flames","X360","Shooter",7.1,1.06
1372,"Warhawk","PS3","Shooter",8.4,1.06
1374,"Sonic Generations","3DS","Platform",6.3,1.06
1375,"Mortal Kombat: Armageddon","PS2","Fighting",7.4,1.06
1376,"Aliens vs Predator","X360","Shooter",6,1.06
1379,"Spider-Man 2","GBA","Platform",7,1.06
1380,"Sega Superstars Tennis","Wii","Sports",7,1.06
1382,"Seek and Destroy","PS2","Racing",5.6,1.06
1386,"Darksiders","X360","Action",7.8,1.06
1388,"DiRT 3","PS3","Racing",9,1.06
1396,"Forza Motorsport","XB","Racing",9.2,1.05
1397,"Rocksmith 2014","PS3","Music",9.1,1.05
1398,"DiRT","PS3","Racing",8.3,1.05
1399,"Dave Mirra Freestyle BMX","PS","Sports",7.4,1.05
1404,"Sonic & SEGA All-Stars Racing","DS","Racing",8.3,1.05
1408,"MySims Agents","Wii","Adventure",7.5,1.05
1409,"Resident Evil: The Darkside Chronicles","Wii","Shooter",7.2,1.05
1411,"SOCOM: U.S. Navy SEALs Fireteam Bravo 2","PSP","Shooter",8.2,1.05
1412,"Call of Duty 4: Modern Warfare","DS","Shooter",7.3,1.05
1415,"Brink","X360","Shooter",6.8,1.04
1421,"Aliens vs Predator","PS3","Shooter",6.1,1.04
1422,"Sleeping Dogs","PS3","Action-Adventure",8.1,1.04
1423,"Legacy of Kain: Soul Reaver","PS","Adventure",8.9,1.04
1425,"Need for Speed: Most Wanted","XB","Racing",8.5,1.04
1427,"WipEout Pure","PSP","Racing",9.1,1.04
1428,"The Simpsons Game","X360","Platform",6.9,1.04
1430,"Bomberman 64","N64","Puzzle",6.1,1.04
1432,"MotorStorm: Arctic Edge","PSP","Racing",7.7,1.04
1433,"Naruto: Clash of Ninja 2","GC","Fighting",7.4,1.04
1434,"LEGO Pirates of the Caribbean: The Video Game","X360","Action",7.2,1.04
1435,"WWE SmackDown vs. Raw 2010","X360","Fighting",8.2,1.04
1438,"Just Dance 2014","X360","Music",7.6,1.03
1439,"Sonic Unleashed","PS3","Platform",5.3,1.03
1443,"The Elder Scrolls III: Morrowind Game of the Year Edition","XB","Role-Playing",8.3,1.03
1444,"Tomb Raider","PC","Action",8.7,1.03
1448,"Dragon Ball Z: Budokai Tenkaichi 3","Wii","Fighting",7.5,1.03
1449,"LEGO Indiana Jones: The Original Adventures","PS3","Adventure",7.7,1.03
1452,"Shrek 2","GC","Platform",6.9,1.02
1456,"Bulletstorm","X360","Shooter",8.5,1.02
1457,"Tiger Woods PGA Tour 08","Wii","Sports",7.4,1.02
1459,"Madden NFL 07","XB","Sports",8.4,1.02
1464,"Rock Band 2","Wii","Misc",9,1.02
1467,"Just Cause 3","XOne","Action-Adventure",7,1.01
1473,"Madden NFL 16","X360","Sports",8,1.01
1477,"F1 2012","PS3","Racing",7.9,1.01
1478,"Prince of Persia","X360","Adventure",8.2,1.01
1480,"NBA 2K10","X360","Sports",8.4,1.01
1483,"EyePet","PS3","Simulation",6.9,1.01
1488,"Excitebike 64","N64","Racing",8.9,1
1490,"Far Cry: Primal","XOne","Action-Adventure",7.8,1
1491,"Rayman Origins","PS3","Platform",8.5,1
1492,"Breath of Fire III","PS","Role-Playing",7.6,1
1500,"Tom Clancy's Splinter Cell: Blacklist","X360","Action-Adventure",8.4,1
1501,"NERF N-Strike Elite","Wii","Shooter",7.5,1
1502,"NCAA Football 12","X360","Sports",7.8,1
1509,"Rocksmith 2014","X360","Music",8.4,0.99
1513,"Army of Two: The 40th Day","X360","Shooter",7.1,0.99
1514,"DiRT 2","PS3","Racing",8.8,0.99
1516,"Midnight Club: LA Remix","PSP","Racing",7.7,0.99
1517,"Apollo Justice: Ace Attorney","DS","Adventure",8,0.99
1518,"The Simpsons: Hit & Run","GC","Racing",8.2,0.99
1519,"Haze","PS3","Shooter",5.6,0.99
1520,"Oddworld: Abe's Exoddus","PS","Platform",8.6,0.99
1521,"Shadow The Hedgehog","GC","Platform",4.9,0.99
1524,"Tom Clancy's Splinter Cell: Blacklist","PS3","Action-Adventure",8.3,0.98
1526,"The Witcher 2: Assassins of Kings","PC","Role-Playing",8.8,0.98
1528,"Zoo Tycoon DS","DS","Strategy",4.6,0.98
1529,"Pro Evolution Soccer 2008","PSP","Sports",7.8,0.98
1531,"Fallout 3","PC","Role-Playing",9,0.98
1534,"Sniper Elite V2","PS3","Shooter",7.4,0.98
1538,"FIFA Soccer 10","Wii","Sports",8.3,0.98
1540,"Suikoden III","PS2","Role-Playing",8.6,0.98
1544,"Grand Theft Auto: San Andreas","PC","Action",9.4,0.97
1548,"Dirge of Cerberus: Final Fantasy VII","PS2","Shooter",5.8,0.97
1552,"Brutal Legend","X360","Action",8.5,0.97
1553,"Band Hero","Wii","Misc",7.4,0.97
1558,"LEGO Star Wars II: The Original Trilogy","GC","Action",8.4,0.97
1559,"Fire Emblem: The Blazing Blade","GBA","Strategy",8.8,0.97
1560,"Sea of Thieves","XOne","Action-Adventure",6.9,0.96
1562,"LEGO Pirates of the Caribbean: The Video Game","PS3","Action",7.4,0.96
1565,"Madden NFL 25","PS4","Sports",7.4,0.96
1570,"Sonic & SEGA All-Stars Racing","PS3","Racing",8,0.96
1574,"Dark Cloud 2","PS2","Role-Playing",8.6,0.96
1576,"Guitar Hero: Warriors of Rock","Wii","Misc",7.3,0.96
1577,"PilotWings Resort","3DS","Simulation",6.9,0.96
1579,"Gangs of London","PSP","Adventure",5,0.96
1583,"Driver: San Francisco","PS3","Racing",8.2,0.95
1585,"Lost Planet 2","PS3","Shooter",6.6,0.95
1586,"LEGO Harry Potter: Years 5-7","PS3","Action",9,0.95
1588,"White Knight Chronicles: International Edition","PS3","Role-Playing",6.3,0.95
1590,"Wild ARMs","PS","Role-Playing",8.9,0.95
1596,"Sonic Unleashed","X360","Platform",5.6,0.95
1597,"SpongeBob SquarePants: Battle for Bikini Bottom","GC","Platform",7.3,0.95
1599,"Harvest Moon 3D: A New Beginning","3DS","Simulation",8.2,0.95
1601,"Brothers In Arms: Hell's Highway","PS3","Shooter",6,0.94
1605,"Tony Hawk: RIDE","Wii","Sports",4.3,0.94
1607,"NCAA Football 10","X360","Sports",8.1,0.94
1610,"EA Sports Active 2","PS3","Sports",8,0.94
1612,"SaGa Frontier 2","PS","Role-Playing",7.4,0.94
1616,"The SpongeBob SquarePants Movie","GC","Platform",6.6,0.94
1617,"Prince of Persia: The Sands of Time","XB","Adventure",9,0.94
1618,"Castlevania: Lament of Innocence","PS2","Action",8.1,0.94
1619,"Brutal Legend","PS3","Action",7.9,0.94
1620,"Skylanders: Spyro's Adventure","PS3","Action",8,0.94
1623,"NCAA Football 11","X360","Sports",8.5,0.93
1627,"NCAA Football 13","PS3","Sports",7.1,0.93
1629,"Fallout 76","XOne","Role-Playing",5.1,0.93
1630,"Cars","GC","Racing",7.6,0.93
1635,"Monster Hunter: World","XOne","Action",9.4,0.93
1637,"Operation Flashpoint: Dragon Rising","X360","Shooter",7.4,0.93
1644,"Phoenix Wright: Ace Attorney","DS","Adventure",8.1,0.93
1647,"Kingdom Hearts Re:coded","DS","Role-Playing",6.8,0.93
1648,"Bayonetta","X360","Action",8.9,0.93
1650,"Guitar Hero: Metallica","Wii","Misc",8.9,0.93
1651,"Xenoblade Chronicles","Wii","Role-Playing",9.3,0.92
1652,"BUZZ! Quiz World","PS3","Misc",7.8,0.92
1653,"Blue Dragon","X360","Role-Playing",7.7,0.92
1655,"Killzone: Mercenary","PSV","Misc",7.4,0.92
1657,"Starsky & Hutch","PS2","Racing",6,0.92
1662,"Dante's Inferno","X360","Action",7,0.92
1666,"Tobal No.1","PS","Fighting",7.7,0.92
1667,"WWE SmackDown vs. Raw 2009","X360","Fighting",7.8,0.92
1668,"NCAA Football 14","PS3","Sports",7.7,0.92
1671,"Crysis 3","X360","Shooter",7.6,0.92
1673,"SpongeBob SquarePants: The Yellow Avenger","PSP","Action",5.7,0.92
1674,"EA Sports Grand Slam Tennis","Wii","Sports",7.9,0.92
1675,"007: The World is not Enough","PS","Shooter",6.4,0.92
1676,"Overwatch","PC","Shooter",9.5,0.92
1678,"Operation Flashpoint: Dragon Rising","PS3","Shooter",7.3,0.91
1681,"LEGO Pirates of the Caribbean: The Video Game","DS","Action",6.8,0.91
1682,"Dynasty Warriors 7","PS3","Action",5.8,0.91
1683,"Sonic Riders: Zero Gravity","Wii","Racing",5.8,0.91
1684,"Colin McRae Rally 2.0","PS","Racing",8.3,0.91
1687,"Tom Clancy's EndWar","X360","Strategy",8,0.91
1690,"Assassin's Creed","PC","Adventure",7.6,0.91
1692,"Crysis 3","PS3","Shooter",8.2,0.91
1695,"SOCOM 4: U.S. Navy SEALs","PS3","Shooter",7,0.9
1696,"Marvel: Ultimate Alliance 2","X360","Role-Playing",7.4,0.9
1697,"Final Fantasy X / X-2 HD Remaster","PS4","Role-Playing",9.3,0.9
1700,"Lost Odyssey","X360","Role-Playing",7.5,0.9
1701,"X-Men Legends","XB","Role-Playing",8.2,0.9
1702,"Homefront","PS3","Shooter",6.6,0.9
1703,"The Biggest Loser: Ultimate Workout","X360","Sports",8,0.9
1704,"James Cameron's Avatar: The Game","PS3","Action",5.8,0.9
